Dominio,IP,Numero de subdominios
voyageuraerotech.com,72.38.197.146,1
nepanels.com,75.144.191.237,1
jeffbank.com,69.193.191.250,1
firebirds.ws,65.210.123.70,1
mbfinancial.us,65.204.120.25,1
premiervirtualcare.com,12.53.30.223,2
zeropointdynamics.com,12.20.183.226,2
baysoilfieldsupply.com,65.64.83.15,1
version7.io,173.160.185.50,1
intouchmena.com,12.32.242.156,1
lsnv.org,70.88.115.189,1
canyonmusicfest.com,173.196.173.154,1
cvcpage.com,75.144.155.227,1
dermetics.us,72.38.211.147,1
meditanker.com,75.144.219.58,1
mstopps.com,75.144.108.185,2
nww.com,65.214.57.171,2
spc-net.com,12.43.214.248,2
shopkey5.com,12.13.150.155,2
alarisdigital.com,50.76.4.212,2
tdfcu.com,65.205.31.162,6
ronherman.com,173.196.218.242,1
ilsos.net,12.45.210.58,1
gfbor.com,12.53.29.129,1
perthgarlicfestival.ca,209.87.239.35,2
synovate.com,65.192.185.211,14
phassistance.com,65.199.31.21,1
martymerrick.com,65.220.16.14,1
soudlaw.com,75.144.115.157,1
familynielsen.org,75.144.241.178,1
covance-stoppen.com,12.39.71.240,1
benecomms.net,12.38.48.235,2
hartfordaviation.com,173.9.83.37,1
northstarpartners.biz,75.144.88.41,1
digitalalchemy.ca,72.38.15.210,2
swsofamerica.info,65.210.139.116,1
teamprise.com,12.48.83.212,8
metrocreditunion1.com,12.0.32.244,1
dconstruction.com,12.11.216.226,2
verdictsin.com,209.87.239.76,2
thenewlx.com,65.197.201.146,2
corporatecolor.com,75.99.85.189,1
husqvarnafinancialservices.com,12.47.107.72,1
sungro.com,23.30.146.189,6
law-bank.com,23.31.74.93,1
as2servicesteel.com,12.47.85.230,1
agromatic.net,12.37.3.194,1
mkt809.com,65.216.166.142,1
norrisfoodservices.com,173.220.78.195,3
personalcarehmo.com,12.10.217.91,2
scghost.com,12.0.230.109,7
coenpartners.com,173.8.110.17,2
santacruzprt.com,173.8.139.220,1
peakorg.com,108.176.40.250,1
hertz.net,12.37.225.16,8
ctdhp.com,12.53.110.234,1
teamsterplus.com,12.36.80.246,3
worldmarktheclub.com,12.8.145.239,1
boatslipmanager.com,72.38.165.178,1
charlesrmclain.com,70.89.80.190,1
jprlaw.net,173.161.127.13,1
therentersguide.com,65.210.120.59,1
robotjtech.com,12.37.162.12,1
wlintranet.com,12.51.8.162,1
champaign-homes.com,173.161.100.211,1
hizentraselfadmin.com,12.3.33.225,2
infinityglobalmunitions.com,12.53.28.54,1
testplumbing.com,12.53.235.206,2
boltportal.com,65.211.79.17,1
wescodist.com,12.29.179.198,33
mspagent-s.com,23.30.62.53,1
emcogears.com,173.161.9.172,1
douglassongermd.org,12.53.30.223,1
uygar.org,173.8.153.253,5
drizzt.com,173.161.62.165,2
lexfa.org,173.160.243.43,3
chapmanzaransky.com,75.99.45.234,2
rtvamail.com,173.220.169.138,1
fireflycarrentals.com,12.5.245.11,2
texashealthfrisco.hospital,12.50.9.220,1
rjlinus.com,173.161.138.225,1
cslbehring.pt,12.3.33.229,2
a1workforce.com,12.45.250.230,1
miamilaservision.com,12.21.11.165,1
husco.com,12.15.49.71,15
iuoencsc.org,12.48.230.133,2
cfmdirect.com,12.15.21.131,1
firstmesa.net,23.31.112.74,1
springfieldangus.com,12.40.42.130,2
pueblodcjt.com,173.8.243.129,2
printersrepairparts.net,50.76.243.242,1
hooperconstruction.com,70.88.37.225,1
sed.com,65.213.225.119,2
speedylists.com,198.0.155.87,1
carelink-mhpn.com,12.10.217.91,1
breuckman.com,12.37.14.153,14
hot-isostatic.net,70.63.34.214,1
sheffieldscientific.info,50.76.107.217,1
terasamerica.com,75.145.23.62,1
dragonswhisper.com,173.160.165.179,1
manateeclerk.net,65.198.226.21,2
newroads.com,12.36.176.15,10
rvfixedoperationstoday.com,65.222.160.166,2
falls-stamping.com,12.33.200.226,1
mylesgroup.net,50.77.19.130,2
thefullyield.com,75.144.151.133,1
hodsonandmullin.com,50.76.36.5,2
bigred.com,65.205.79.5,1
cebuanolanguage.com,173.196.146.131,1
drsenterprise.com,162.155.44.237,3
travelexhibitions.travel,12.47.198.167,1
callawaycoastal.com,65.210.139.116,1
bonfiremedia.com,173.8.188.76,1
inetremote.com,50.77.25.189,1
centerofimaging.com,70.89.72.145,1
granitestatedev.com,23.30.191.137,1
lime-energy.com,40.135.107.74,1
happykidsdentistry.com,173.8.206.253,1
floorschedules.com,23.31.118.170,1
velodynerobotics.com,65.205.218.185,1
lawrenceriley.com,65.212.180.185,2
ihmllc.info,148.77.14.170,2
occupationalhealthcenters.com,12.31.158.19,1
ebonyexperts.com,12.35.253.12,1
nebcoinc.com,40.135.1.195,1
halo-bio.com,70.89.154.90,2
svs-law.com,173.161.29.129,3
sound-tele.net,65.207.13.41,1
orcsoftware.com,12.39.7.226,1
associatesinternalmed.org,12.53.30.223,1
carrmaloney.com,12.43.250.163,1
vikingpipe.org,65.64.82.52,1
daytoncvb.net,70.63.34.219,5
fatbooks.com,65.204.48.118,1
mymacconnection.net,65.199.155.52,1
hcrremote.com,173.9.17.52,1
mastercardonline.net,12.22.155.124,1
pwi.cc,12.48.120.91,2
blueridgeisp.net,12.42.147.239,1
hythankyou.com,12.45.3.136,1
tcbylaw.com,75.99.17.59,1
repmerski.com,65.202.208.80,1
relayspec.com,173.220.155.66,1
parpharm.com,12.27.81.205,4
helpbook.me,70.89.136.145,3
centrexlabs.com,12.39.198.68,1
tramutola.com,173.8.139.53,1
cmscontracting.net,50.77.45.253,1
pentecostales.org,23.30.42.201,1
nationalgrid.com,65.196.116.116,5
printmgt.biz,12.51.136.29,3
gaapiacc-burgeruglynoz486.cash,12.34.56.78,1
ift-aft.org,12.29.73.228,3
cynosurelaser.com,12.30.35.38,1
thetek.com,24.142.229.226,1
artbywheeler.com,12.17.182.227,2
checke.com,173.8.111.71,1
auroragroup.biz,70.89.46.169,1
coventrycaresonline.net,12.10.217.91,1
lakecitylawoffice.com,75.144.116.149,2
ibewutilitytraining.org,12.4.113.100,1
executivesearchservices.com,12.43.229.16,1
metairielawfirm.com,12.20.163.235,1
nvarelections.com,65.207.26.139,1
oasisfinancial24.com,12.53.29.67,1
whiptail.com,75.99.129.92,1
icsschool.org,75.99.173.99,1
novedwoodworks.com,12.52.14.99,1
bassproonesource.org,12.14.224.133,1
innovators-network.org,50.76.4.210,1
altvater.com,75.144.12.129,10
ilabdev.com,65.196.38.132,1
five-starbank.org,65.211.124.246,1
canyonranchcinema.com,173.196.173.154,1
hertzasiasurvey.com,12.5.245.11,2
ancrey.com,210.127.253.165,2
chortek.com,12.8.71.22,3
parkviewmd.org,12.14.144.25,1
gnaxhealth.com,12.4.210.38,1
chilesconsulting.com,50.77.73.9,2
selkirkre.com,173.160.169.121,1
twilightwish.org,50.77.88.118,2
faciliserv.com,173.161.63.130,2
aaronstokes.com,173.160.122.93,3
gravenhurst.ca,204.10.243.29,1
catholicforester.org,12.12.134.100,3
jerrymartinoutdoors.com,12.14.224.133,1
insurexsolutions.com,12.28.37.37,2
soule.solutions,162.155.207.226,1
bayareaunix.com,76.226.66.228,4
malapoopisms.com,173.160.33.184,1
capstoneapts.com,65.200.12.179,1
bio2cycleoil.com,198.0.236.33,1
neonsigninc.com,12.5.154.149,1
ccsjacksonville.com,70.89.87.61,1
taylordoorco.com,70.88.126.51,1
farrell.law,70.88.164.211,1
azusastreet.net,24.103.206.70,2
performanceinteriors.com,65.216.144.18,1
mizongdao.com,12.23.26.32,1
labeltape-inc.com,12.50.133.26,1
outerlimitsofreality.com,50.76.86.101,1
merkleresponseservices.com,65.210.57.4,1
onestopenglish.com,65.199.186.92,1
mrhfmlaw.com,12.29.9.23,5
mclaughlinlabs.com,12.43.166.211,1
teachingpsychology.com,12.26.55.182,1
cleaning-supplies.com,12.28.228.226,1
tbidevelopment.com,173.8.139.34,1
adycenter.org,173.160.96.130,2
myovisionsupport.com,173.160.140.10,1
lear.com,65.196.229.193,2
ds4u.net,173.220.245.174,2
trucks4hire.net,12.31.158.19,2
rolandvandervalk.com,47.17.28.108,4
3partsofcholesterol.com,65.208.228.117,1
fantabber.net,65.213.145.195,1
sightgift.info,173.220.70.26,1
jjjardina.com,12.44.64.53,2
izglaw.com,70.89.129.9,2
airtravelcard.net,65.196.102.148,1
directenergy.com,65.213.221.33,6
testsupersite.com,65.202.29.7,1
carcufflinks.com,68.21.210.94,1
metroclockin.com,173.161.46.230,1
rssslaw.com,69.193.181.195,1
globalifs.com,12.32.165.50,1
stvmke.org,12.11.208.50,1
homeservernetworks.com,23.30.138.241,6
northpointcredit.com,23.30.227.210,1
cargoins4u.com,65.193.97.224,1
palmasdelmar.us,12.41.133.239,1
premierhealthcarelebanon.net,12.53.30.223,1
watertreatmentonline.com,173.9.74.59,2
mineralscompany.com,12.25.114.90,1
slconsultingvb.net,23.31.0.51,6
chinaairbus.com,72.38.121.86,1
livebach.com,23.30.59.149,1
modularvectors.com,65.211.19.210,1
rts.aero,173.196.198.187,1
bluemorpho.net,198.0.174.109,1
meangreen.com,12.43.214.55,1
aventurecanada.com,70.25.47.9,1
hardenhealthcare.com,65.216.147.181,11
northsideradiology.com,12.44.25.54,3
manfrommars.com,173.9.78.177,2
rwreceiver.com,12.7.55.74,1
gracehealthky.org,12.16.16.28,1
tandc.net,75.145.136.201,1
thebluewater.net,210.127.208.136,4
bmrcontrols.com,65.209.90.154,2
lucasconsulting.net,75.144.94.117,1
mchra.com,70.88.0.29,1
adrpackaging.com,23.30.54.177,1
fieldmousetrap.com,173.160.104.209,1
amalgamated.com,65.196.40.148,4
lannwan.com,12.48.241.10,1
scriptsave.com,12.47.162.104,2
dianamreed.com,50.76.207.177,1
crosscheckcompliance.com,198.0.249.155,1
ogsys.com,12.47.141.3,2
jhcc.biz,72.242.125.114,2
caii.com,65.199.27.5,2
moofleaders.com,12.47.193.237,1
sawpa.org,12.42.174.2,2
truartpromotionalgraphics.net,12.26.244.25,1
octoberwoman.org,173.220.120.130,1
federico.net,12.36.126.76,13
senatorfine.com,12.43.67.138,2
ccsd89.org,12.11.218.122,2
thefirmservices.com,40.134.132.116,3
uhcu.org,40.134.177.100,1
pcconnectionservices.com,65.199.155.52,1
annexnation.net,12.18.199.250,11
courserass.life,12.56.67.78,1
fieldcheck.net,12.49.9.21,1
camhaiti.org,12.36.191.19,1
tunasandwi.ch,173.160.143.28,1
enptpm.com,75.99.18.75,1
apartmentonians.com,65.210.120.83,1
orbitz-air.com,65.216.67.100,1
anywherepcrepair.com,198.0.202.74,1
trinitycountyinfo.com,12.14.232.30,3
unholypaperclip.net,173.8.239.49,1
office-on-the.net,23.30.159.185,1
barnettmax.com,70.89.79.233,1
forekicks.com,173.9.25.161,1
innerspace-warehouse.com,173.161.131.13,1
deerparkstairs.com,75.99.52.149,1
llurl.com,65.200.12.179,1
lochrane.com,12.42.2.163,1
bankknb.com,12.27.240.171,1
peoriapubliclibrary.org,12.50.38.231,2
parkerpdm.com,12.4.27.111,2
performancedba.com,173.8.228.201,1
xn--3e0b02e5u0ahtafds32h.com,210.127.209.108,4
bhaclientaccess.com,198.101.68.27,1
033a.com,173.196.210.242,1
restasis101.com,12.42.237.16,1
alliedltdept.com,24.142.249.174,1
ieeci.com,173.196.28.109,3
e-18media.com,12.40.165.18,1
hpeoffice.com,173.161.13.205,1
marvelbrutesteelbuildings.net,12.24.138.33,1
pelagisk.com,47.17.23.10,1
sharonwillingham.com,72.38.236.15,1
rogerbeckley.com,209.87.239.35,2
pcsurveys.com,65.197.249.149,3
triplyroofing.com,65.223.143.23,1
raycommedia.com,12.37.197.80,52
thelyonessgroup.net,50.76.86.101,1
objex.com,23.30.131.49,1
ncworkplacelaw.com,12.4.106.3,1
acerentalsurvey.com,12.5.245.11,2
thsouthlake.com,12.50.9.220,1
insureyork.com,12.34.0.200,1
highfunction.com,173.196.5.188,3
afgconnect.com,162.155.62.211,1
oshareview.com,198.0.226.173,1
technoinv.com,12.42.143.5,1
epicpcrx.com,198.0.113.246,2
jmginternational.com,198.0.204.124,1
luckylists.com,198.0.155.87,1
wwwcdwgatwork.com,12.32.91.29,2
walnutcovehealthcare.com,65.196.137.147,1
thermoei.com,12.46.238.37,2
southcentralbank.com,12.27.240.166,7
disk.com,50.76.83.194,1
dennys.com,12.13.173.10,1
htprint.net,70.88.38.177,5
ariela-alpha.com,108.176.25.102,1
leapandbound.us,173.196.203.14,1
realm.training,12.5.115.77,1
brandbuucket.com,12.56.67.78,1
destinbassproshops.com,12.14.224.133,1
nicecars.org,70.88.18.201,1
nationaldebitcanada.com,65.202.43.116,1
beyond-ordinary.com,173.196.55.50,2
unitedbcspartanburg.org,12.5.115.77,1
micronesiafreight.com,12.50.44.73,1
vfwkc.org,12.28.8.196,2
jcts.com,12.0.230.64,1
hagedorn.com,12.26.52.4,1
allott.com,75.145.114.49,1
ren-network.com,70.89.4.57,1
financialeduservices.net,68.248.34.123,1
altriusspeakers.com,148.77.56.251,1
newberlin.org,12.34.47.225,2
thegasandthebrake.com,12.5.245.11,2
laureatelearning.org,173.9.60.17,1
vitalems.com,65.215.163.229,1
tba.org,12.31.88.70,3
zblinds.com,75.144.230.73,1
fairfieldcountybank.com,12.9.88.37,5
peraton.com,65.222.164.86,1
sierratucson.com,65.200.198.145,2
accessmybank.com,65.204.120.25,1
usspecialties.net,162.155.15.245,1
hebrew.org,173.8.139.220,1
bytelos.com,68.22.157.83,1
manthainsurance.com,209.87.255.195,1
bnlgalleries.com,75.99.109.254,1
vent-guard.com,65.207.187.83,1
americaneagle.com,12.53.30.253,6
mes-inc.com,75.99.230.50,1
wispwest.net,65.219.130.194,736
marlyflowersfloraldesign.com,65.198.163.112,1
relatedconnect.com,12.45.3.180,3
womensfirstwellnesscenter.net,12.53.30.223,1
mastercardparis98.com,12.22.155.124,1
mytallowood.org,12.14.75.163,4
ataarchitectsinc.com,72.38.65.106,2
bartonmfg.com,70.88.88.65,1
acevedoconsulting.com,173.9.133.178,1
scharbo.com,70.88.182.177,1
atlanticappraisalsllc.com,72.242.186.243,1
select7.com,65.223.159.139,1
ebodybuilding.com,12.26.55.182,1
dreamvacationweek.net,12.42.131.231,1
landsofnebraska.com,65.200.12.155,1
westecplastics.com,12.3.206.202,1
cordbloodinfo.com,12.16.225.55,1
npc.org,173.8.30.210,2
morexribbon.com,23.30.214.90,1
liveconx.com,209.87.239.76,2
party-works.com,198.0.239.153,1
hyperionsupplies.net,75.117.40.136,1
coinvacandairmachines.com,12.6.131.171,1
morganmanhattan.com,75.99.194.198,2
teleflorahautecouturecollection.com,65.198.163.112,1
ritzcarlton.com,65.221.28.163,2
xn--z69al8ve5fqyv.com,210.127.209.56,4
brezach.com,209.87.239.34,1
smoochmt.com,173.160.245.146,1
htr-recruiting.com,12.2.247.136,2
noblevisionmusic.com,50.76.175.165,3
kc0tfb.us,173.160.98.41,1
bassproshops1source.us,12.14.224.133,1
bostonlocal.net,173.8.141.1,1
drbudd.com,70.25.4.7,1
ssiutm.com,65.222.241.199,3
tomcomechanical.com,173.220.80.202,2
hillrh.com,12.13.174.172,1
cdwgatworkcom.com,12.32.91.29,2
careerqueries.com,12.47.194.235,1
yakimavacationrentals.com,70.89.136.145,3
ereimom9240.com,210.127.209.78,4
cccusa.net,71.8.249.7,2
nilicochildsafekit.net,12.36.80.93,1
bottomlessbriefcase.com,12.35.45.63,3
studyforph.com,65.199.31.21,1
frana.com,173.8.106.237,1
dynatrace-managed.com,12.20.122.38,3
lilleyslanding.com,65.64.83.200,1
theheightsonline.com,70.88.191.5,1
everythingkitchens.com,12.39.186.162,1
exhibitworks.com,12.28.116.36,1
mypremiersouthernwineandspirits.com,65.210.139.116,1
safholland.eu,12.27.195.38,1
avflight.com,12.40.100.38,1
premiereurocase.com,173.160.56.130,2
addisonhouse.com,65.207.129.199,1
hercrentals.info,12.28.81.66,1
ycrdi.com,173.9.4.145,10
gileadhepatitis.info,65.218.229.27,1
pandimensional.net,173.160.185.51,4
palacelaw.com,70.89.140.81,1
mnsdie.com,210.127.253.235,2
brightonbridge.com,12.5.200.166,3
bassproboatingcenter.com,12.14.224.101,1
bunnyfest.org,50.76.159.252,2
landsoforegon.com,65.200.12.155,1
hawaiireviews.us,173.196.153.20,1
cmscontracting.com,50.77.45.253,2
sprintcorpads.com,65.66.131.49,1
ramsaydevore.com,50.77.53.225,1
jimkinney.net,75.144.60.77,1
mannsconst.com,75.145.105.13,5
celticcom.com,75.144.219.185,2
wspgroup.us,65.204.50.18,1
christiecampus.com,65.206.22.175,2
transunionagentresources.com,65.204.34.26,2
sanluisresort.com,12.43.38.140,4
mscflexone.com,70.88.75.2,2
2424k.net,173.160.17.154,11
wildfirerisk.com,173.160.60.66,1
ticketingbox.com,69.193.129.123,1
rcflowers.com,65.198.163.112,1
bbbind.com,12.24.75.141,6
friendsschoolboulder.org,173.8.236.41,1
nonghyupi.com,210.127.210.54,94
jernigan.biz,65.220.16.118,1
alpha-omegaserv.com,173.196.28.76,6
iconstructs.com,12.0.36.93,2
michiganinstruments.com,12.2.87.98,1
uisresourceguide.com,12.18.127.3,1
hillcrestbc.com,12.12.219.171,2
meetinghousefamilyphysicians.com,23.30.108.41,2
woodwaymd.com,70.88.74.114,1
preventinghaeattacks.com,12.3.33.225,2
yourtoolcompany.com,12.11.104.18,1
coynetax.com,173.9.81.108,1
rngcpa.com,70.88.7.241,1
omniloans.com,65.198.70.200,1
orbitz-florida-vacation.com,65.216.67.100,1
oncorg.com,23.30.110.231,1
davidaschwartz.net,72.38.101.242,1
compositesolutions.com,70.89.143.45,1
visionconstrmgmt.com,50.77.93.185,1
flowersbybarbara.org,65.198.163.112,1
expresspcconnection.com,65.199.155.52,1
autolocatorsms.com,12.51.253.55,1
flatironsfoot.com,173.8.230.121,1
sficromo.net,173.196.143.218,1
keysbank.com,12.54.220.38,7
digitalobsidian.com,173.8.230.29,1
serviceking.com,12.15.154.230,5
singletoncooksey.com,23.30.72.177,1
cardinaloildistributing.com,162.155.164.26,1
martinmechanical.us,12.8.112.210,1
tw-sys.com,50.77.79.217,1
claimsworldwide.com,173.161.129.69,2
assessmentmarket.net,65.195.133.59,1
landmarkservicesoc.com,65.214.155.111,1
firstbank.support,40.134.20.108,1
marxfoods.com,173.160.249.209,1
adblock.net,204.10.242.227,2
softcoin.com,65.223.127.242,5
ultrazed.org,12.9.136.152,1
bmoperformancepoints.com,68.21.210.62,2
voipsys.us,12.34.10.250,1
wastrust.com,12.2.93.211,1
fallbrookcpa.org,23.30.90.177,5
hooperconstruction.net,70.88.37.225,1
gowestcreativenetwork.com,64.31.126.196,1
dpscu.org,65.195.155.53,1
trialfordpnresearch.com,65.199.31.21,1
officematechina.com,65.198.105.95,1
acpopenhouse2.com,65.210.57.126,1
heartclinicarkansas.com,75.117.233.129,3
harrel.com,75.144.207.19,1
rjm-phone-home.com,70.89.68.54,1
ninjahat.com,72.39.70.107,1
riverdeep.org,65.196.230.180,1
marenengineering.com,65.220.119.60,1
bendoftheriver.com,12.49.57.34,1
rodde.com,173.8.181.142,3
vdm-metals.com,65.196.46.85,1
njtsemail.com,70.89.30.19,1
pmxmedical.com,12.32.68.135,1
ualocal633pensionbenefits.org,12.38.48.150,1
simulab.com,173.160.190.114,1
lackstrimsystems.com,12.27.8.90,1
houseofpainspeedshop.com,12.41.207.154,1
pad-dallas.com,12.49.57.4,3
abshopper.com,12.11.83.16,1
yorktown.org,65.223.226.123,1
swlaw.edu,173.196.21.110,18
stabil.is,173.196.53.238,2
calkinsenvironmental.com,198.0.182.229,1
worldox.com,65.206.104.81,2
noburn.com,162.155.5.138,1
sm73funds.org,12.53.29.205,4
coaxxess.net,12.39.71.240,1
wapato.com,70.89.136.145,2
augustarehabcenter.com,65.196.137.147,1
requiance.net,12.47.44.7,1
naturallife.com,12.8.193.41,2
800-lasflores.org,12.4.61.206,1
dmicecream.com,75.99.20.226,1
restasis85.com,12.42.237.16,1
911-tribute.net,75.145.80.140,3
jamesjonesiii.com,173.160.100.124,1
midlandnat.org,12.7.104.89,1
yonexusa.net,12.8.218.45,4
klemmweb.com,50.76.81.99,1
evermaywealth.com,75.145.80.185,1
barrellplumbing.com,173.9.76.29,1
skycopy.org,173.9.56.101,1
alphatecpc.com,70.88.146.138,1
bhasp.com,198.101.122.134,1
dryforcedfw.com,65.203.117.237,2
barnaby.tech,66.73.165.82,1
ygdyecrijir.com,12.58.255.17,1
oneflaglerwpb.com,12.45.3.180,6
cbcinnovis.org,68.22.157.83,1
hfcschool.org,173.161.126.41,1
perfectmail.ca,204.10.243.24,2
townlinetas.com,65.207.13.41,1
lowest-airfare.org,65.216.67.100,1
vindicia.com,12.22.44.75,3
ductdesign.com,12.50.28.138,2
a3asheboro.org,12.9.217.39,1
battleviewmarket.com,70.88.131.6,1
skyko.org,70.89.125.9,1
imtarts.com,210.127.253.250,2
clhac.com,69.193.182.20,3
atlasok.net,12.53.100.76,3
bkcu.net,162.155.192.194,2
capcentral.org,12.36.39.236,3
wear-mopar.com,12.51.162.45,1
babebeer.com,75.144.250.67,2
pkgrealty.com,75.99.45.101,1
ahmgt.com,12.26.32.196,5
rsdins.com,173.8.77.41,1
ilbr.org,75.99.217.107,1
ferrodirectors.com,12.53.30.69,2
ct-worldwide.com,12.33.200.106,1
justandfairtrade.com,75.144.47.201,1
metroenforcement.org,173.161.46.228,1
ljarch.com,198.0.231.174,1
vectorhawk.aero,12.14.9.18,1
ftiportal.com,12.45.66.220,1
oe324stationarybenefits.org,12.38.48.150,1
krccnet.com,12.40.106.152,3
hippocratesinst.org,12.34.225.195,2
carolinesworkshop.com,173.160.240.209,1
tincapberryfarm.ca,209.87.224.175,2
telamode.info,209.87.239.34,1
800newrates.com,65.221.101.154,1
ceneskie.org,162.154.140.135,1
pvtitle.com,75.144.117.90,1
scentmaster.net,173.160.139.119,1
oprehab.com,69.193.165.242,2
michianatrucks.com,12.40.148.135,2
beavercreekobgyn.org,12.53.30.223,1
midsource.email,12.53.20.13,6
itmattersfinancial.com,173.9.83.211,1
vacationrentalawards.com,70.89.136.145,3
xn--li5b7o7sr7era.com,210.127.208.136,10
fireflycars.us,12.5.245.11,2
allcitycar.com,12.38.164.101,1
bblarchitects.com,70.89.186.77,1
swanpool.net,24.103.218.220,1
texashealthstrong.net,12.50.9.220,1
mdicharleston.com,50.76.195.105,1
yveddi.com,24.142.201.250,3
diebold.com,65.196.81.87,43
mhickslaw.com,12.26.95.162,3
brm.org,173.9.67.193,1
medcoronsite.net,68.21.221.77,1
alchemy-power.net,75.144.248.229,1
sethwaddell.com,75.145.107.193,1
nookglow.com,65.204.48.118,1
eselleratesale.com,65.215.164.233,1
carlstarconnect.com,12.2.241.246,1
barbican.ca,72.38.197.42,2
aiminet.com,40.134.132.81,13
southeastindy.org,12.33.248.36,2
metlifestadium.com,12.53.28.52,2
pricelessmoscows.ru,12.22.155.124,1
c-at.com,173.8.14.17,4
c3now.com,12.45.230.155,1
mysupprelinla.com,12.44.7.52,1
1goss.com,50.76.211.172,1
providernetworkservice.com,68.21.221.77,1
mits-inc.org,65.203.86.14,1
wyomingreviews.com,173.196.153.20,1
patthomas.com,12.52.158.74,1
bionexsolutions.com,12.3.202.202,1
profiddle.com,70.89.125.9,1
rwarnerinc.com,65.223.200.122,2
premierheartoh.net,12.53.30.223,1
pcrs.cc,23.31.12.227,1
vfiswi.com,12.34.0.200,1
harveykatzlaw.ca,72.38.132.182,1
vanguardmp.com,68.248.34.102,2
hvhcvision.com,65.213.99.14,1
mksvc.net,65.199.155.52,1
thefitmotochick.com,198.0.201.49,1
digitalindy.net,12.50.4.20,1
purvium.com,173.196.61.243,1
srso.net,12.15.182.34,6
cindysimon.com,12.36.212.25,1
privatamail.net,50.76.108.18,1
aedprofessionals.com,12.53.28.41,1
chitchat.us,173.8.153.106,1
vacationrentalsschweitzer.com,70.89.136.145,3
dcstreetcars.org,65.217.55.230,1
carolinecountyva.gov,65.206.42.99,2
sportsman.ca,12.14.224.133,1
aslegal.com,12.18.6.13,3
barree.net,23.31.95.170,1
fesprotectionplan.org,68.248.34.120,1
securecode.vg,12.22.155.124,1
republicvacationrentals.com,70.89.136.145,3
carverfloristandgifts.com,65.198.163.112,1
uplandcds.org,65.211.38.243,1
aptshanghai.com,65.200.5.166,1
fgm-inc.com,12.48.189.49,1
schadlerselnau.associates,23.30.160.81,1
intransgroup.com,75.99.68.131,5
network-perimeter.net,75.99.145.116,1
krctenantservice.com,173.196.254.79,1
orangebowl.com,12.53.28.60,1
bladesmail.com,47.17.175.245,2
cityofjacksonville.net,23.30.204.123,1
saroyanlumber.com,12.0.86.98,1
mjosephmedical-rx.com,12.14.58.6,2
measureupco.com,12.23.241.22,2
chapsoft.info,173.9.100.155,2
not-sec.org,173.220.82.155,2
natureseal.net,12.43.214.220,1
kanzoniramsey.com,75.144.64.226,2
realtymort.com,173.161.57.177,1
sterlinggraphicsil.com,162.155.89.178,2
capitolsprinkler.com,23.30.13.165,2
wihelmflowers.com,65.198.163.112,1
riteaidbenefits.com,65.197.229.42,1
healthportconnect.com,12.35.53.82,8
wmfmeyer.com,12.53.29.146,1
stefanshaibani.com,50.76.10.85,1
niagaraeventide.ca,72.38.145.18,1
restasis29.com,12.42.237.16,1
aqua-aston.com,12.42.131.215,3
catcountry987.com,12.41.153.206,1
ccsks.org,12.16.178.91,3
lesaint.com,12.23.170.134,5
peterbaker.com,12.38.88.4,2
brad-t.com,70.89.83.49,5
securecode.de,12.22.155.124,1
myfirewalls.com,75.99.204.202,1
hoponthefreeway.com,65.213.75.21,1
vnetsoftware.com,173.220.32.42,1
dialog-direct.com,12.3.220.208,2
eakes.com,71.8.254.165,1
mccrometer.com,12.36.18.171,2
rmhgroup.engineer,12.42.64.195,1
wencorgroup.com,12.20.172.165,1
mantisphone.com,12.34.228.240,1
intresys.com,12.15.241.162,1
jamiche.com,47.16.150.39,1
carolinahondas.net,72.243.133.11,1
todaysits.com,173.196.251.35,1
sierrapacifichome.com,198.0.239.49,1
federalreserveconsumerhelp.info,12.35.11.76,1
cromack.net,173.9.119.97,2
fl-ts.com,75.144.14.49,2
16j.tv,75.99.25.180,1
mmtxml.com,65.220.66.60,1
humboldtcountynv.gov,12.33.12.252,3
khovnanianhomesnewyork.com,12.20.202.185,1
mastercard-id.com,12.22.155.124,1
maiassistance.com,50.76.10.28,4
echotally.org,70.88.49.177,1
njss.net,70.89.36.21,1
cadenceenvironmental.com,50.76.251.251,1
bwsm.com,50.76.135.10,1
burtsbeesbaby.com,75.99.203.148,1
bizspeed.com,173.160.89.236,5
xn--v42bw8tvqe0nk.com,210.127.209.71,2
demodemonow.com,198.0.85.19,7
premiergynoncology.net,12.53.30.223,1
jhfg.com,50.77.53.5,2
ecompanystore.com,12.38.206.160,2
mikencartage.email,12.50.32.34,1
frego.com,173.8.201.241,1
allstarecology.com,75.145.38.153,1
brf-law.com,75.144.5.245,3
menu-marketing.com,12.3.0.28,1
awvtravelagents.com,12.47.205.109,1
badgersportswear.com,12.53.30.229,3
echelonfundlp.com,173.8.187.205,1
elliott.com,65.212.154.55,5
dngage.com,198.0.98.142,1
mhdinc.net,12.9.51.227,2
reliavoice.com,75.144.109.195,1
krollfactualdata.com,68.22.157.191,5
octotechs.co,209.87.251.126,1
consulatemgt.com,65.196.137.60,22
americanmovinginc.com,12.25.252.122,1
stratapointe.net,12.35.70.10,3
network2u.com,173.8.174.217,1
patriciacarvalhocleaningservices.com,75.99.99.133,1
suistudy.com,65.199.31.21,1
citypick.com,12.19.68.188,3
laresdental.com,12.30.126.35,2
homampour.com,173.196.134.186,1
empsurvivor.org,198.0.80.220,7
medicalclaimsandpayments.com,12.36.9.251,1
sybmd.com,12.11.60.130,1
